sfx,iter,period,factor,sample_size,n_types,entropy
ung,36,1650-1749,1.0,255,62,5.141806630625971
ung,36,1650-1749,0.5,128,52,5.183302651673519
ung,36,1650-1749,0.25,64,37,4.968139062229568
ung,36,1650-1749,0.125,32,23,4.35140976555739
ung,36,1650-1749,0.0625,16,11,3.0306390622295667
ung,37,1650-1749,1.0,255,66,5.351022795802361
ung,37,1650-1749,0.5,128,48,5.107226391148413
ung,37,1650-1749,0.25,64,40,5.085479296672175
ung,37,1650-1749,0.125,32,19,3.9147170014624817
ung,37,1650-1749,0.0625,16,13,3.5778195311147836
ung,38,1650-1749,1.0,255,66,5.261796814576689
ung,38,1650-1749,0.5,128,56,5.307007349022936
ung,38,1650-1749,0.25,64,36,4.783214015923013
ung,38,1650-1749,0.125,32,20,4.027518266288632
ung,38,1650-1749,0.0625,16,13,3.6250000000000004
ung,39,1650-1749,1.0,255,64,5.214072597808855
ung,39,1650-1749,0.5,128,45,4.9151917315625
ung,39,1650-1749,0.25,64,34,4.6304884298164914
ung,39,1650-1749,0.125,32,22,4.312499999999999
ung,39,1650-1749,0.0625,16,14,3.75
ung,40,1650-1749,1.0,255,63,5.210206359129172
ung,40,1650-1749,0.5,128,48,5.094197782050131
ung,40,1650-1749,0.25,64,34,4.741729296672176
ung,40,1650-1749,0.125,32,18,3.87580723590509
ung,40,1650-1749,0.0625,16,12,3.452819531114783
ung,41,1650-1749,1.0,255,67,5.238739524727929
ung,41,1650-1749,0.5,128,47,5.041990451321442
ung,41,1650-1749,0.25,64,35,4.731855320957342
ung,41,1650-1749,0.125,32,25,4.538909765557391
ung,41,1650-1749,0.0625,16,12,3.5
ung,42,1650-1749,1.0,255,63,5.365313399199242
ung,42,1650-1749,0.5,128,53,5.206147735743577
ung,42,1650-1749,0.25,64,34,4.804229296672175
ung,42,1650-1749,0.125,32,17,3.7137106419146826
ung,42,1650-1749,0.0625,16,11,3.202819531114783
ung,43,1650-1749,1.0,255,67,5.390152863188198
ung,43,1650-1749,0.5,128,49,5.159452658234166
ung,43,1650-1749,0.25,64,37,5.021418898701709
ung,43,1650-1749,0.125,32,22,4.304229296672173
ung,43,1650-1749,0.0625,16,15,3.8750000000000004
ung,44,1650-1749,1.0,255,64,5.130611646297661
ung,44,1650-1749,0.5,128,46,5.016231267332449
ung,44,1650-1749,0.25,64,33,4.69752739943295
ung,44,1650-1749,0.125,32,20,4.090018266288633
ung,44,1650-1749,0.0625,16,12,3.452819531114783
ung,45,1650-1749,1.0,255,61,5.205246499976827
ung,45,1650-1749,0.5,128,43,4.844228916661344
ung,45,1650-1749,0.25,64,37,4.741729296672176
ung,45,1650-1749,0.125,32,24,4.476409765557392
ung,45,1650-1749,0.0625,16,14,3.75
ung,46,1650-1749,1.0,255,64,5.3949030705906456
ung,46,1650-1749,0.5,128,48,5.039595869395996
ung,46,1650-1749,0.25,64,33,4.602469775058999
ung,46,1650-1749,0.125,32,27,4.687499999999999
ung,46,1650-1749,0.0625,16,13,3.5778195311147836
ung,47,1650-1749,1.0,255,62,5.255762266078454
ung,47,1650-1749,0.5,128,48,5.063274688143618
ung,47,1650-1749,0.25,64,34,4.833918898701709
ung,47,1650-1749,0.125,32,24,4.452819531114783
ung,47,1650-1749,0.0625,16,12,3.5
ung,48,1650-1749,1.0,255,62,5.288956380037052
ung,48,1650-1749,0.5,128,55,5.120139274724229
ung,48,1650-1749,0.25,64,36,4.857509133144317
ung,48,1650-1749,0.125,32,19,3.9650182662886326
ung,48,1650-1749,0.0625,16,11,3.2806390622295667
ung,49,1650-1749,1.0,255,59,5.228130194836988
ung,49,1650-1749,0.5,128,49,5.101868208883311
ung,49,1650-1749,0.25,64,35,4.880488429816492
ung,49,1650-1749,0.125,32,23,4.413909765557389
ung,49,1650-1749,0.0625,16,12,3.452819531114783
ung,50,1650-1749,1.0,255,70,5.358808526838971
ung,50,1650-1749,0.5,128,55,5.371628560547225
ung,50,1650-1749,0.25,64,34,4.702819531114784
ung,50,1650-1749,0.125,32,25,4.476409765557392
ung,50,1650-1749,0.0625,16,13,3.6250000000000004
ung,51,1650-1749,1.0,255,61,5.292906567625103
ung,51,1650-1749,0.5,128,45,4.967108669009904
ung,51,1650-1749,0.25,64,38,5.015319531114785
ung,51,1650-1749,0.125,32,21,4.22640976555739
ung,51,1650-1749,0.0625,16,11,3.2806390622295667
ung,52,1650-1749,1.0,255,65,5.211044263414453
ung,52,1650-1749,0.5,128,48,5.142792114580328
ung,52,1650-1749,0.25,64,37,4.788005759135988
ung,52,1650-1749,0.125,32,23,4.35140976555739
ung,52,1650-1749,0.0625,16,11,3.3278195311147836
ung,53,1650-1749,1.0,255,71,5.397176264073137
ung,53,1650-1749,0.5,128,48,4.945910491524851
ung,53,1650-1749,0.25,64,36,4.8046329146247215
ung,53,1650-1749,0.125,32,17,3.878928031846024
ung,53,1650-1749,0.0625,16,11,3.3278195311147836
ung,54,1650-1749,1.0,255,64,5.407727473275494
ung,54,1650-1749,0.5,128,53,5.209066722708238
ung,54,1650-1749,0.25,64,37,4.837804056131192
ung,54,1650-1749,0.125,32,20,4.015319531114783
ung,54,1650-1749,0.0625,16,11,3.1493974703476995
ung,55,1650-1749,1.0,255,65,5.352140502987357
ung,55,1650-1749,0.5,128,51,5.1083858207493
ung,55,1650-1749,0.25,64,35,4.7753040561311915
ung,55,1650-1749,0.125,32,28,4.726409765557391
ung,55,1650-1749,0.0625,16,11,3.25
ung,56,1650-1749,1.0,255,63,5.2825131373201515
ung,56,1650-1749,0.5,128,49,5.063781966005108
ung,56,1650-1749,0.25,64,35,4.84919555539995
ung,56,1650-1749,0.125,32,19,3.976409765557391
ung,56,1650-1749,0.0625,16,13,3.6250000000000004
ung,57,1650-1749,1.0,255,68,5.303503750973228
ung,57,1650-1749,0.5,128,54,5.344977981035365
ung,57,1650-1749,0.25,64,29,4.3336687044672795
ung,57,1650-1749,0.125,32,22,4.304229296672173
ung,57,1650-1749,0.0625,16,13,3.5778195311147836
ung,58,1650-1749,1.0,255,67,5.516063196409991
ung,58,1650-1749,0.5,128,43,4.939495017893599
ung,58,1650-1749,0.25,64,35,4.788659571322962
ung,58,1650-1749,0.125,32,18,3.9261085007312406
ung,58,1650-1749,0.0625,16,14,3.75
ung,59,1650-1749,1.0,255,65,5.280601900176536
ung,59,1650-1749,0.5,128,51,5.151973264444776
ung,59,1650-1749,0.25,64,30,4.633467001462485
ung,59,1650-1749,0.125,32,23,4.312499999999998
ung,59,1650-1749,0.0625,16,14,3.702819531114783
ung,60,1650-1749,1.0,255,61,5.192492428359789
ung,60,1650-1749,0.5,128,48,5.041976550741859
ung,60,1650-1749,0.25,64,32,4.584322516654254
ung,60,1650-1749,0.125,32,21,4.179229296672173
ung,60,1650-1749,0.0625,16,11,3.3749999999999996
ung,61,1650-1749,1.0,255,67,5.447176166011719
ung,61,1650-1749,0.5,128,51,5.096025924923446
ung,61,1650-1749,0.25,64,31,4.451008938909888
ung,61,1650-1749,0.125,32,17,3.7240962055215494
ung,61,1650-1749,0.0625,16,12,3.4056390622295662
ung,62,1650-1749,1.0,255,66,5.4042645457432625
ung,62,1650-1749,0.5,128,49,4.942274043288619
ung,62,1650-1749,0.25,64,36,4.8594731490673295
ung,62,1650-1749,0.125,32,23,4.366729296672173
ung,62,1650-1749,0.0625,16,12,3.4056390622295662
ung,63,1650-1749,1.0,255,69,5.434135599017412
ung,63,1650-1749,0.5,128,47,5.069723574056653
ung,63,1650-1749,0.25,64,31,4.56486763387556
ung,63,1650-1749,0.125,32,21,4.202819531114782
ung,63,1650-1749,0.0625,16,11,3.3278195311147836
ung,64,1650-1749,1.0,255,63,5.418905427289173
ung,64,1650-1749,0.5,128,49,5.184377658268181
ung,64,1650-1749,0.25,64,38,4.970714015923014
ung,64,1650-1749,0.125,32,18,3.965018266288632
ung,64,1650-1749,0.0625,16,11,3.1493974703476995
ung,65,1650-1749,1.0,255,69,5.38084883872159
ung,65,1650-1749,0.5,128,49,5.103077877357503
ung,65,1650-1749,0.25,64,30,4.565774219659051
ung,65,1650-1749,0.125,32,21,4.176108500731241
ung,65,1650-1749,0.0625,16,13,3.6250000000000004
ung,66,1650-1749,1.0,255,62,5.168593568051224
ung,66,1650-1749,0.5,128,52,5.222836517128342
ung,66,1650-1749,0.25,64,34,4.796569531114784
ung,66,1650-1749,0.125,32,18,3.8667292966721747
ung,66,1650-1749,0.0625,16,15,3.8750000000000004
ung,67,1650-1749,1.0,255,63,5.3311134503550255
ung,67,1650-1749,0.5,128,49,5.094906868887892
ung,67,1650-1749,0.25,64,35,4.826662751096863
ung,67,1650-1749,0.125,32,24,4.476409765557392
ung,67,1650-1749,0.0625,16,13,3.5778195311147836
ung,68,1650-1749,1.0,255,67,5.435825926165497
ung,68,1650-1749,0.5,128,53,5.100161276587359
ung,68,1650-1749,0.25,64,32,4.615572516654254
ung,68,1650-1749,0.125,32,25,4.5
ung,68,1650-1749,0.0625,16,13,3.6250000000000004
ung,69,1650-1749,1.0,255,61,4.991407887718416
ung,69,1650-1749,0.5,128,55,5.176840314458318
ung,69,1650-1749,0.25,64,32,4.651210641914682
ung,69,1650-1749,0.125,32,24,4.476409765557392
ung,69,1650-1749,0.0625,16,14,3.75
ung,70,1650-1749,1.0,255,65,5.25427952018251
ung,70,1650-1749,0.5,128,50,5.176786329488575
ung,70,1650-1749,0.25,64,34,4.761184179450871
ung,70,1650-1749,0.125,32,21,4.176108500731241
ung,70,1650-1749,0.0625,16,14,3.75
ung,71,1650-1749,1.0,255,63,5.302524927099101
ung,71,1650-1749,0.5,128,40,4.758637726876802
ung,71,1650-1749,0.25,64,33,4.802668898701709
ung,71,1650-1749,0.125,32,14,3.5039280318460237
ung,71,1650-1749,0.0625,16,13,3.6250000000000004
ung,72,1650-1749,1.0,255,65,5.433876677879765
ung,72,1650-1749,0.5,128,45,5.0105140804897985
ung,72,1650-1749,0.25,64,37,4.970714015923014
ung,72,1650-1749,0.125,32,21,4.176108500731241
ung,72,1650-1749,0.0625,16,14,3.75
ung,73,1650-1749,1.0,255,62,5.298282436375421
ung,73,1650-1749,0.5,128,53,5.145824221918651
ung,73,1650-1749,0.25,64,33,4.667434179450872
ung,73,1650-1749,0.125,32,22,4.280639062229565
ung,73,1650-1749,0.0625,16,12,3.452819531114783
ung,74,1650-1749,1.0,255,64,5.3216355491464125
ung,74,1650-1749,0.5,128,46,4.908618923556602
ung,74,1650-1749,0.25,64,34,4.789313383509938
ung,74,1650-1749,0.125,32,22,4.140319531114782
ung,74,1650-1749,0.0625,16,11,3.25
ung,75,1650-1749,1.0,255,66,5.345207412870165
ung,75,1650-1749,0.5,128,56,5.430593485377956
ung,75,1650-1749,0.25,64,34,4.7733829146247215
ung,75,1650-1749,0.125,32,19,4.077819531114782
ung,75,1650-1749,0.0625,16,13,3.5778195311147836
ung,76,1650-1749,1.0,255,61,5.268721064452627
ung,76,1650-1749,0.5,128,47,4.990265387321458
ung,76,1650-1749,0.25,64,32,4.704783547037795
ung,76,1650-1749,0.125,32,24,4.452819531114783
ung,76,1650-1749,0.0625,16,13,3.5
ung,77,1650-1749,1.0,255,66,5.366960126766758
ung,77,1650-1749,0.5,128,47,5.009973414463206
ung,77,1650-1749,0.25,64,27,4.225187890016525
ung,77,1650-1749,0.125,32,20,4.116729296672174
ung,77,1650-1749,0.0625,16,13,3.6250000000000004
ung,78,1650-1749,1.0,255,63,5.19137530766798
ung,78,1650-1749,0.5,128,53,5.285450952969769
ung,78,1650-1749,0.25,64,38,4.903424852072126
ung,78,1650-1749,0.125,32,20,4.090018266288633
ung,78,1650-1749,0.0625,16,13,3.6250000000000004
ung,79,1650-1749,1.0,255,56,5.079957335832109
ung,79,1650-1749,0.5,128,49,5.062485002906946
ung,79,1650-1749,0.25,64,39,5.008969969293431
ung,79,1650-1749,0.125,32,21,4.202819531114782
ung,79,1650-1749,0.0625,16,15,3.8750000000000004
ung,80,1650-1749,1.0,255,68,5.472135350356601
ung,80,1650-1749,0.5,128,52,5.123560477986177
ung,80,1650-1749,0.25,64,42,5.19102441389348
ung,80,1650-1749,0.125,32,22,4.238608500731241
ung,80,1650-1749,0.0625,16,12,3.2743974703476995
ung,81,1650-1749,1.0,255,63,5.175811560232792
ung,81,1650-1749,0.5,128,54,5.161294701687062
ung,81,1650-1749,0.25,64,32,4.591982282211645
ung,81,1650-1749,0.125,32,21,4.265319531114782
ung,81,1650-1749,0.0625,16,13,3.5778195311147836
ung,82,1650-1749,1.0,255,63,5.252548646054817
ung,82,1650-1749,0.5,128,47,5.168143266288634
ung,82,1650-1749,0.25,64,33,4.7893133835099375
ung,82,1650-1749,0.125,32,20,4.074698735173849
ung,82,1650-1749,0.0625,16,10,3.1556390622295662
ung,83,1650-1749,1.0,255,61,5.274912988026013
ung,83,1650-1749,0.5,128,49,5.048341302823839
ung,83,1650-1749,0.25,64,31,4.671973149067331
ung,83,1650-1749,0.125,32,22,4.202819531114782
ung,83,1650-1749,0.0625,16,14,3.702819531114783
ung,84,1650-1749,1.0,255,68,5.348648173603356
ung,84,1650-1749,0.5,128,53,5.150326783020506
ung,84,1650-1749,0.25,64,29,4.3983829146247215
ung,84,1650-1749,0.125,32,26,4.577819531114783
ung,84,1650-1749,0.0625,16,12,3.452819531114783
ung,85,1650-1749,1.0,255,69,5.501623579520855
ung,85,1650-1749,0.5,128,49,5.0780226297721
ung,85,1650-1749,0.25,64,31,4.458079089248425
ung,85,1650-1749,0.125,32,17,3.7653195311147827
ung,85,1650-1749,0.0625,16,14,3.75
ung,86,1650-1749,1.0,255,63,5.3692945797993215
ung,86,1650-1749,0.5,128,44,4.914134301422978
ung,86,1650-1749,0.25,64,32,4.515723149067329
ung,86,1650-1749,0.125,32,23,4.241729296672173
ung,86,1650-1749,0.0625,16,14,3.75
ung,87,1650-1749,1.0,255,64,5.334239970641111
ung,87,1650-1749,0.5,128,51,4.970304887128852
ung,87,1650-1749,0.25,64,38,4.964614648336089
ung,87,1650-1749,0.125,32,18,3.9261085007312406
ung,87,1650-1749,0.0625,16,12,3.452819531114783
ung,88,1650-1749,1.0,255,66,5.3987185840421965
ung,88,1650-1749,0.5,128,50,5.214680249641943
ung,88,1650-1749,0.25,64,28,4.279482282211647
ung,88,1650-1749,0.125,32,23,4.35140976555739
ung,88,1650-1749,0.0625,16,13,3.5
ung,89,1650-1749,1.0,255,63,5.223477640627994
ung,89,1650-1749,0.5,128,49,4.942283529540058
ung,89,1650-1749,0.25,64,34,4.677668898701708
ung,89,1650-1749,0.125,32,22,4.202819531114782
ung,89,1650-1749,0.0625,16,12,3.375
ung,90,1650-1749,1.0,255,62,5.2984083537551685
ung,90,1650-1749,0.5,128,50,5.187292680182113
ung,90,1650-1749,0.25,64,33,4.716578664259099
ung,90,1650-1749,0.125,32,23,4.30110850073124
ung,90,1650-1749,0.0625,16,15,3.8750000000000004
ung,91,1650-1749,1.0,255,62,5.215201195687969
ung,91,1650-1749,0.5,128,48,5.07573556850873
ung,91,1650-1749,0.25,64,33,4.651210641914682
ung,91,1650-1749,0.125,32,20,4.051108500731241
ung,91,1650-1749,0.0625,16,11,3.3278195311147836
ung,92,1650-1749,1.0,255,65,5.306276952817978
ung,92,1650-1749,0.5,128,51,5.268740285099319
ung,92,1650-1749,0.25,64,36,4.947123781480405
ung,92,1650-1749,0.125,32,21,4.241729296672173
ung,92,1650-1749,0.0625,16,14,3.702819531114783
ung,93,1650-1749,1.0,255,65,5.3225485415138545
ung,93,1650-1749,0.5,128,51,5.021926053093983
ung,93,1650-1749,0.25,64,34,4.663298827786958
ung,93,1650-1749,0.125,32,21,4.155639062229565
ung,93,1650-1749,0.0625,16,11,3.3278195311147836
ung,94,1650-1749,1.0,255,63,5.372306537382987
ung,94,1650-1749,0.5,128,49,5.127842363975574
ung,94,1650-1749,0.25,64,37,4.783934604440195
ung,94,1650-1749,0.125,32,22,4.28890976555739
ung,94,1650-1749,0.0625,16,15,3.8750000000000004
ung,95,1650-1749,1.0,255,65,5.283351674747651
ung,95,1650-1749,0.5,128,51,5.183970075264906
ung,95,1650-1749,0.25,64,30,4.508063383509938
ung,95,1650-1749,0.125,32,20,4.077819531114782
ung,95,1650-1749,0.0625,16,15,3.8750000000000004
ung,96,1650-1749,1.0,255,68,5.495974018843388
ung,96,1650-1749,0.5,128,42,4.961827198603859
ung,96,1650-1749,0.25,64,32,4.702569336880353
ung,96,1650-1749,0.125,32,21,4.241729296672173
ung,96,1650-1749,0.0625,16,14,3.75
ung,97,1650-1749,1.0,255,61,5.316502701483524
ung,97,1650-1749,0.5,128,51,5.122398098256668
ung,97,1650-1749,0.25,64,31,4.746268266288635
ung,97,1650-1749,0.125,32,24,4.413909765557391
ung,97,1650-1749,0.0625,16,10,3.202819531114783
ung,98,1650-1749,1.0,255,66,5.331721722693716
ung,98,1650-1749,0.5,128,46,5.06217953402173
ung,98,1650-1749,0.25,64,32,4.440774219659049
ung,98,1650-1749,0.125,32,20,3.9483911107998986
ung,98,1650-1749,0.0625,16,13,3.5778195311147836
ung,99,1650-1749,1.0,255,67,5.425988064416183
ung,99,1650-1749,0.5,128,48,5.088730789441909
ung,99,1650-1749,0.25,64,29,4.5406235872459755
ung,99,1650-1749,0.125,32,22,4.327819531114781
ung,99,1650-1749,0.0625,16,15,3.8750000000000004
ung,100,1650-1749,1.0,255,65,5.316123401277161
ung,100,1650-1749,0.5,128,51,5.15584087120584
ung,100,1650-1749,0.25,64,33,4.766629734850821
ung,100,1650-1749,0.125,32,24,4.3636085007312415
ung,100,1650-1749,0.0625,16,14,3.75
ung,1,1750-1849,1.0,742,151,5.803187610122209
ung,1,1750-1849,0.5,371,117,5.903311097589431
ung,1,1750-1849,0.25,186,79,5.458402733969291
ung,1,1750-1849,0.125,93,49,4.770920187047194
ung,1,1750-1849,0.0625,47,28,4.3978967670691205
ung,2,1750-1849,1.0,742,147,5.851102432810704
ung,2,1750-1849,0.5,371,118,5.845016790112312
ung,2,1750-1849,0.25,186,78,5.492607889697069
ung,2,1750-1849,0.125,93,46,4.859449140048198
ung,2,1750-1849,0.0625,47,30,4.3253455003836505
ung,3,1750-1849,1.0,742,157,5.920103780807859
ung,3,1750-1849,0.5,371,123,5.951986473461166
ung,3,1750-1849,0.25,186,73,5.425511623181607
ung,3,1750-1849,0.125,93,50,4.949218124409453
ung,3,1750-1849,0.0625,47,34,4.772569968652882
ung,4,1750-1849,1.0,742,150,6.101788270730764
ung,4,1750-1849,0.5,371,107,5.66780651761589
ung,4,1750-1849,0.25,186,77,5.431277026670277
ung,4,1750-1849,0.125,93,55,5.035052003357087
ung,4,1750-1849,0.0625,47,34,4.841614915415362
ung,5,1750-1849,1.0,742,150,5.914956746765822
ung,5,1750-1849,0.5,371,113,5.694821703217385
ung,5,1750-1849,0.25,186,80,5.5425591042345905
ung,5,1750-1849,0.125,93,53,5.040684818020745
ung,5,1750-1849,0.0625,47,31,4.4104518833623745
ung,6,1750-1849,1.0,742,150,5.950345694232238
ung,6,1750-1849,0.5,371,117,5.890594906742541
ung,6,1750-1849,0.25,186,77,5.4382109000060925
ung,6,1750-1849,0.125,93,47,4.761458407834317
ung,6,1750-1849,0.0625,47,28,4.174576004060666
ung,7,1750-1849,1.0,742,149,6.040323415182193
ung,7,1750-1849,0.5,371,122,6.087653551996457
ung,7,1750-1849,0.25,186,80,5.397210419226693
ung,7,1750-1849,0.125,93,46,4.705089724760843
ung,7,1750-1849,0.0625,47,28,4.519925224377835
ung,8,1750-1849,1.0,742,147,5.834774136876819
ung,8,1750-1849,0.5,371,110,5.598825628343759
ung,8,1750-1849,0.25,186,75,5.6232884840857
ung,8,1750-1849,0.125,93,47,4.856605081689952
ung,8,1750-1849,0.0625,47,34,4.788631404869126
ung,9,1750-1849,1.0,742,161,6.112766143763738
ung,9,1750-1849,0.5,371,104,5.545083503904013
ung,9,1750-1849,0.25,186,74,5.162768767748206
ung,9,1750-1849,0.125,93,56,5.337283138948704
ung,9,1750-1849,0.0625,47,33,4.73001677716352
ung,10,1750-1849,1.0,742,147,5.924324381664615
ung,10,1750-1849,0.5,371,117,5.714430486845568
ung,10,1750-1849,0.25,186,75,5.423340737813407
ung,10,1750-1849,0.125,93,48,5.043108446085358
ung,10,1750-1849,0.0625,47,26,4.11596137635506
ung,11,1750-1849,1.0,742,157,6.04452454989649
ung,11,1750-1849,0.5,371,104,5.65348269796354
ung,11,1750-1849,0.25,186,85,5.808637114504647
ung,11,1750-1849,0.125,93,51,5.0597630162104625
ung,11,1750-1849,0.0625,47,30,4.414939430202378
ung,12,1750-1849,1.0,742,142,5.820215670825209
ung,12,1750-1849,0.5,371,118,5.7928196108672045
ung,12,1750-1849,0.25,186,81,5.628718165666137
ung,12,1750-1849,0.125,93,49,5.0211216845169915
ung,12,1750-1849,0.0625,47,35,4.884168106904723
ung,13,1750-1849,1.0,742,159,6.0592983863780425
ung,13,1750-1849,0.5,371,109,5.49267588813117
ung,13,1750-1849,0.25,186,74,5.277833659892085
ung,13,1750-1849,0.125,93,56,5.351821344575018
ung,13,1750-1849,0.0625,47,31,4.636264182342953
ung,14,1750-1849,1.0,742,149,5.855510359546953
ung,14,1750-1849,0.5,371,120,5.720452304791927
ung,14,1750-1849,0.25,186,66,5.15559163246463
ung,14,1750-1849,0.125,93,46,4.723718891658757
ung,14,1750-1849,0.0625,47,28,4.19063744027691
ung,15,1750-1849,1.0,742,148,5.940691886340812
ung,15,1750-1849,0.5,371,109,5.677122595663336
ung,15,1750-1849,0.25,186,82,5.513271770962712
ung,15,1750-1849,0.125,93,45,4.699202308387365
ung,15,1750-1849,0.0625,47,30,4.575524757400967
ung,16,1750-1849,1.0,742,156,6.101583372261022
ung,16,1750-1849,0.5,371,111,5.619077079519114
ung,16,1750-1849,0.25,186,83,5.492046564240061
ung,16,1750-1849,0.125,93,52,5.186745504540103
ung,16,1750-1849,0.0625,47,32,4.8073672457464935
ung,17,1750-1849,1.0,742,159,6.0071134414471015
ung,17,1750-1849,0.5,371,101,5.5130303676705745
ung,17,1750-1849,0.25,186,75,5.369099324886342
ung,17,1750-1849,0.125,93,44,4.713108919892963
ung,17,1750-1849,0.0625,47,30,4.625833863286079
ung,18,1750-1849,1.0,742,149,5.936234854175652
ung,18,1750-1849,0.5,371,105,5.475441994027179
ung,18,1750-1849,0.25,186,83,5.590260442845299
ung,18,1750-1849,0.125,93,52,5.110846041895355
ung,18,1750-1849,0.0625,47,33,4.73001677716352
ung,19,1750-1849,1.0,742,158,6.052006803747003
ung,19,1750-1849,0.5,371,114,5.777701290335601
ung,19,1750-1849,0.25,186,74,5.407779686412449
ung,19,1750-1849,0.125,93,58,5.486169017710854
ung,19,1750-1849,0.0625,47,32,4.4896154941242274
ung,20,1750-1849,1.0,742,154,5.984538089951937
ung,20,1750-1849,0.5,371,117,5.844628940075748
ung,20,1750-1849,0.25,186,80,5.550763150011493
ung,20,1750-1849,0.125,93,49,5.156702627986649
ung,20,1750-1849,0.0625,47,32,4.572908734924071
ung,21,1750-1849,1.0,742,149,5.931831567331717
ung,21,1750-1849,0.5,371,114,5.7760105333135545
ung,21,1750-1849,0.25,186,90,5.8457987150387005
ung,21,1750-1849,0.125,93,54,5.291982070039409
ung,21,1750-1849,0.0625,47,31,4.602357202695436
ung,22,1750-1849,1.0,742,144,5.887957151073276
ung,22,1750-1849,0.5,371,112,5.80279063022828
ung,22,1750-1849,0.25,186,75,5.25317873096386
ung,22,1750-1849,0.125,93,50,5.2393009849329735
ung,22,1750-1849,0.0625,47,31,4.558972095944207
ung,23,1750-1849,1.0,742,155,6.013729528559299
ung,23,1750-1849,0.5,371,113,5.879612423073842
ung,23,1750-1849,0.25,186,83,5.687580968540281
ung,23,1750-1849,0.125,93,50,5.027498193244676
ung,23,1750-1849,0.0625,47,34,4.926721298394085
ung,24,1750-1849,1.0,742,153,5.860766752605254
ung,24,1750-1849,0.5,371,101,5.613661015650647
ung,24,1750-1849,0.25,186,80,5.615296864034603
ung,24,1750-1849,0.125,93,50,4.9627338105962435
ung,24,1750-1849,0.0625,47,26,4.2854667135554125
ung,25,1750-1849,1.0,742,153,5.954492872294637
ung,25,1750-1849,0.5,371,106,5.6629083519873324
ung,25,1750-1849,0.25,186,78,5.330849739605604
ung,25,1750-1849,0.125,93,50,5.002245337915679
ung,25,1750-1849,0.0625,47,32,4.649709596082301
ung,26,1750-1849,1.0,742,149,6.039033857327428
ung,26,1750-1849,0.5,371,113,5.871263783238097
ung,26,1750-1849,0.25,186,87,5.746616560684565
ung,26,1750-1849,0.125,93,51,5.187301021722101
ung,26,1750-1849,0.0625,47,27,4.163438256246698
ung,27,1750-1849,1.0,742,149,5.9026556428981625
ung,27,1750-1849,0.5,371,115,5.791103931088141
ung,27,1750-1849,0.25,186,84,5.396967779089161
ung,27,1750-1849,0.125,93,50,4.991949173525625
ung,27,1750-1849,0.0625,47,32,4.694878810048558
ung,28,1750-1849,1.0,742,156,5.973963832936297
ung,28,1750-1849,0.5,371,113,5.858649044998171
ung,28,1750-1849,0.25,186,83,5.388700434710895
ung,28,1750-1849,0.125,93,49,4.792433306012607
ung,28,1750-1849,0.0625,47,32,4.576415054847061
ung,29,1750-1849,1.0,742,145,5.934738960757247
ung,29,1750-1849,0.5,371,110,5.682322044762472
ung,29,1750-1849,0.25,186,79,5.52609139238748
ung,29,1750-1849,0.125,93,54,5.309012273539127
ung,29,1750-1849,0.0625,47,32,4.516107249397344
ung,30,1750-1849,1.0,742,142,5.831939593238422
ung,30,1750-1849,0.5,371,125,5.871453561329557
ung,30,1750-1849,0.25,186,76,5.432147002654299
ung,30,1750-1849,0.125,93,58,5.461945806082396
ung,30,1750-1849,0.0625,47,33,4.73001677716352
ung,31,1750-1849,1.0,742,163,5.915129768982057
ung,31,1750-1849,0.5,371,122,5.938471716175387
ung,31,1750-1849,0.25,186,76,5.366152692374898
ung,31,1750-1849,0.125,93,54,5.251817150754359
ung,31,1750-1849,0.0625,47,32,4.576415054847061
ung,32,1750-1849,1.0,742,143,5.993117939865142
ung,32,1750-1849,0.5,371,112,5.785728792082452
ung,32,1750-1849,0.25,186,77,5.646515418423457
ung,32,1750-1849,0.125,93,53,5.402077026571963
ung,32,1750-1849,0.0625,47,30,4.431000866418621
ung,33,1750-1849,1.0,742,152,5.981859356422091
ung,33,1750-1849,0.5,371,107,5.758788628962899
ung,33,1750-1849,0.25,186,75,5.474875704778129
ung,33,1750-1849,0.125,93,43,4.708411523182625
ung,33,1750-1849,0.0625,47,25,4.13907129820996
ung,34,1750-1849,1.0,742,151,5.928235590731004
ung,34,1750-1849,0.5,371,116,5.7843877803862105
ung,34,1750-1849,0.25,186,70,5.210475617091412
ung,34,1750-1849,0.125,93,53,5.049875710195727
ung,34,1750-1849,0.0625,47,34,4.900229543120968
ung,35,1750-1849,1.0,742,152,5.79205651853704
ung,35,1750-1849,0.5,371,115,5.716620566332308
ung,35,1750-1849,0.25,186,76,5.2294443301870945
ung,35,1750-1849,0.125,93,49,4.9581607629682605
ung,35,1750-1849,0.0625,47,37,4.900229543120967
ung,36,1750-1849,1.0,742,149,5.868334588429042
ung,36,1750-1849,0.5,371,122,6.074328556876323
ung,36,1750-1849,0.25,186,79,5.669075057382229
ung,36,1750-1849,0.125,93,54,5.191596310759086
ung,36,1750-1849,0.0625,47,27,4.179499692462942
ung,37,1750-1849,1.0,742,144,5.80477935284647
ung,37,1750-1849,0.5,371,109,5.898022496393605
ung,37,1750-1849,0.25,186,73,5.523151111776891
ung,37,1750-1849,0.125,93,49,4.836060203070242
ung,37,1750-1849,0.0625,47,30,4.459185799435849
ung,38,1750-1849,1.0,742,143,5.810870226847906
ung,38,1750-1849,0.5,371,113,5.703486368536697
ung,38,1750-1849,0.25,186,78,5.55831732082105
