morph,doc.url,doc.id,s.idx,word,lemma,compana,cpd.N1,cpd.N2
-and,http://www.nordschwarzwald.ihk24.de/recht/recht/steuerrecht/sonstige_steuern/545336/verbrauchsteuern.html,c794edffe09d636d2c5f152526f9e72877cd,94,Steuergegenstand,Steuergegenstand,Steuer_Gegenstand,Steuer,Gegenstand
-and,http://www.vfreiheitliche.at/2013/06/14/fpo-nabg-themessl-zur-verlanderung-mietrecht,ff86f8c8875d0237e28817b8703a702e951e,3,Land,Land,_,,
-and,http://www.fallwelt.de/themen/sintflut/atrahasi.htm,162d27b26601494a76d31e6da253bb62c96d,57,Schilfwand,Schilfwand,Schilf_Wand,Schilf,Wand
-and,http://www.megina-gymnasium-mayen.de/_AlteInhalte/bis2010/chronik04-05/JugendtrainiertLeichtRegional.htm,9ba83890dc95bed71d391d511ccf4f26328b,4,Punktestand,Punktestand,Punkt_+e_Stand,Punkt,Stand
-and,http://www.hallo-frau.de/heimwerken/gewusst-wie/renovieren/wandgestaltung/tapezieren-leicht-gemacht/tapezieren-von-mustertapeten.html,53a80c130a57e6b25ce081832ba2d7b4e8bd,40,Überstände,Überstand,Über_Stand,Über,Stand
-and,http://www.sri-lanka-board.de/archive/index.php/t-1837.html,0dc1b20c3e052da72640e440a8addb1f18c6,19,Land,Land,_,,
-and,http://www.dav-beckum.de/htcms/berichte/jubilumsfeier-100-jahre-weidmannsruh.html,ebb9767416b6fb434b11202921ac90e8fb23,9,Tourismusverband,Tourismusverband,Tourismus_Verband,Tourismus,Verband
-and,http://www.bistummainz.de/bistum/bistum/ordinariat/dezernate/dezernat_Z/pressestelle/mbn/mbn_2004/mbn_041125.html,372dbe574e6c66284e657e1688c990d217a0,37,Marketing-Vorstand,Marketing-Vorstand,Marketing_--_Vorstand,Marketing,Vorstand
-and,http://www.expressi.de/joomla/index.php?option=com_content%26view=section%26layout=blog%26id=4%26Itemid=172%26limitstart=140,1f6413bddc312d442f6c50452cc2f8067b78,29,Leichtathletik-Verband,Leichtathletik-Verband,Leichtathletik_--_Verband,Leichtathletik,Verband
-and,http://www.trg-radio.de/db0hrf-digipeater?tmpl=component%26print=1%26page=,db707e5164bf1ef6e7ce5801c2f0b0d88c43,8,m-Band,m-Band,m_--_Band,m,Band
-and,http://www.toleranz-foerdern-kompetenz-staerken.de/bundesprogramm0.html,04fb4eb631b6e8149e3980641da6fdee5cb9,21,Rock-Band,Rock-Band,Rock_--_Band,Rock,Band
-and,http://www.phv-mv.de/Inhalt/Intern/Satzung.html,189ef5c6f7b437f5916eebfe8f5d9f810bb2,70,Landesvorstand,Landesvorstand,Land_(e)_+s_Vorstand,Land,Vorstand
-and,http://www.mxmdesign.de,2bb5504a354ee7131c256c92fbd9f837aafd,1,Land,Land,_,,
-and,http://www.presse-archiv.uni-wuppertal.de/html/module/fakten/chronik.htm,d22875dfc06e40c72655631432e45ba3be97,150,Landes,Land,_,,
-and,http://www.schloesser-bayern.de/deutsch/presse/archiv03/nymphenburg/gehoelz.htm,477dbd73981e1ac6337672ed614b297ca494,5,Gehölzbestand,Gehölzbestand,Gehölz_Bestand,Gehölz,Bestand
-and,http://www.nordfriiskinstituut.de/arbeitsbericht2009.html,0cdd632c8704ee3d8d9f2b1338bb0eda4378,217,Fortsetzungsband,Fortsetzungsband,Fortsetzung_+s_Band,Fortsetzung,Band
